net_name,hpwl,type_die
N56131,583,BOTTOM
N56132,271,BOTTOM
N56133,561,BOTTOM
N56134,1618,BOTTOM
N56135,298,BOTTOM
N56136,16639,BOTTOM
N56137,3804,BOTTOM
N56138,322,BOTTOM
N56139,108,BOTTOM
N56140,154,BOTTOM
N56141,133,BOTTOM
N56142,149,BOTTOM
N56143,282,BOTTOM
N56144,843,BOTTOM
N56145,295,BOTTOM
N56146,1508,BOTTOM
N56147,435,BOTTOM
N56148,1336,BOTTOM
N56149,979,BOTTOM
N56150,236,BOTTOM
N56151,412,BOTTOM
N56152,168,BOTTOM
N56153,188,BOTTOM
N56154,582,BOTTOM
N56155,340,BOTTOM
N56156,873,BOTTOM
N56157,356,BOTTOM
N56158,201,BOTTOM
N56159,93,BOTTOM
N56160,670,BOTTOM
N56161,101,BOTTOM
N56162,280,BOTTOM
N56163,244,BOTTOM
N56164,166,BOTTOM
N56165,11590,BOTTOM
N56166,27188,BOTTOM
N56167,1567,BOTTOM
N56168,103,BOTTOM
N56169,198,BOTTOM
N56170,107,BOTTOM
N56171,6736,BOTTOM
N56172,160,BOTTOM
N56173,1773,BOTTOM
N56174,233,BOTTOM
N56175,338,BOTTOM
N56176,416,BOTTOM
N56177,655,BOTTOM
N56178,291,BOTTOM
N56179,379,BOTTOM
N56180,356,BOTTOM
N56181,232,BOTTOM
N56182,379,BOTTOM
N56183,603,BOTTOM
N56184,114,BOTTOM
N56185,259,BOTTOM
N56186,202,BOTTOM
N56187,171,BOTTOM
N56188,538,BOTTOM
N56189,109,BOTTOM
N56190,390,BOTTOM
N56191,72,BOTTOM
N56192,145,BOTTOM
N56193,512,BOTTOM
N56194,891,BOTTOM
N56195,955,BOTTOM
N56196,158,BOTTOM
N56197,118,BOTTOM
N56198,236,BOTTOM
N56199,82,BOTTOM
N56200,708,BOTTOM
N56201,120,BOTTOM
N56202,2572,BOTTOM
N56203,537,BOTTOM
N56204,111,BOTTOM
N56205,113,BOTTOM
N56206,14262,BOTTOM
N56207,286,BOTTOM
N56208,408,BOTTOM
N56209,168,BOTTOM
N56210,2053,BOTTOM
N56211,283,BOTTOM
N56212,1089,BOTTOM
N56213,7625,BOTTOM
N56214,238,BOTTOM
N56215,105,BOTTOM
N56216,193,BOTTOM
N56217,407,BOTTOM
N56218,148,BOTTOM
N56219,6437,BOTTOM
N56220,6555,BOTTOM
N56221,309,BOTTOM
N56222,404,BOTTOM
N56223,2978,BOTTOM
N56224,144,BOTTOM
N56225,1888,BOTTOM
N56226,237,BOTTOM
N56227,126,BOTTOM
N56228,142,BOTTOM
N56229,161,BOTTOM
N56230,128,BOTTOM
N56231,124,BOTTOM
N56232,212,BOTTOM
N56233,328,BOTTOM
N56234,444,BOTTOM
N56235,357,BOTTOM
N56236,239,BOTTOM
N56237,380,BOTTOM
N56238,419,BOTTOM
N56239,7573,BOTTOM
N56240,827,BOTTOM
N56241,7231,BOTTOM
N56242,191,BOTTOM
N56243,1052,BOTTOM
N56244,528,BOTTOM
N56245,275,BOTTOM
N56246,3168,BOTTOM
N56247,707,BOTTOM
N56248,2477,BOTTOM
N56249,1424,BOTTOM
N56250,151,BOTTOM
N56251,1148,BOTTOM
N56252,122,BOTTOM
N56253,172,BOTTOM
N56254,779,BOTTOM
N56255,204,BOTTOM
N56256,458,BOTTOM
N56257,281,BOTTOM
N56258,151,BOTTOM
N56259,215,BOTTOM
N56260,199,BOTTOM
N56261,325,BOTTOM
N56262,362,BOTTOM
N56263,2750,BOTTOM
N56264,681,BOTTOM
N56265,229,BOTTOM
N56266,300,BOTTOM
N56267,216,BOTTOM
N56268,150,BOTTOM
N56269,6270,BOTTOM
N56270,144,BOTTOM
N56271,642,BOTTOM
N56272,388,BOTTOM
N56273,76,BOTTOM
N56274,173,BOTTOM
N56275,115,BOTTOM
N56276,274,BOTTOM
N56277,2571,BOTTOM
N56278,6147,BOTTOM
N56279,165,BOTTOM
N56280,544,BOTTOM
N56281,2913,BOTTOM
N56282,313,BOTTOM
N56283,284,BOTTOM
N56284,256,BOTTOM
N56285,2648,BOTTOM
N56286,1370,BOTTOM
N56287,162,BOTTOM
N56288,6318,BOTTOM
N56289,170,BOTTOM
N56290,249,BOTTOM
N56291,276,BOTTOM
N56292,316,BOTTOM
N56293,1444,BOTTOM
N56294,138,BOTTOM
N56295,3320,BOTTOM
N56296,285,BOTTOM
N56297,457,BOTTOM
N56298,4643,BOTTOM
N56299,1208,BOTTOM
N56300,1510,BOTTOM
N56301,1674,BOTTOM
N56302,362,BOTTOM
N56303,704,BOTTOM
N56304,90,BOTTOM
N56305,173,BOTTOM
N56306,154,BOTTOM
N56307,588,BOTTOM
N56308,333,BOTTOM
N56309,2701,BOTTOM
N56310,4686,BOTTOM
N56311,116,BOTTOM
N56312,172,BOTTOM
N56313,426,BOTTOM
N56314,70,BOTTOM
N56315,116,BOTTOM
N56316,134,BOTTOM
N56317,4542,BOTTOM
N56318,99,BOTTOM
N56319,200,BOTTOM
N56320,124,BOTTOM
N56321,222,BOTTOM
N56322,1172,BOTTOM
N56323,1023,BOTTOM
N56324,133,BOTTOM
N56325,226,BOTTOM
N56326,236,BOTTOM
N56327,1076,BOTTOM
N56328,1950,BOTTOM
N56329,311,BOTTOM
N56330,348,BOTTOM
N56331,1345,BOTTOM
N56332,4503,BOTTOM
N56333,244,BOTTOM
N56334,357,BOTTOM
N56335,468,BOTTOM
N56336,2254,BOTTOM
N56337,3120,BOTTOM
N56338,1171,BOTTOM
N56339,646,BOTTOM
N56340,88,BOTTOM
N56341,96,BOTTOM
N56342,278,BOTTOM
N56343,107,BOTTOM
N56344,19671,BOTTOM
N56345,275,BOTTOM
N56346,166,BOTTOM
N56347,2951,BOTTOM
N56348,758,BOTTOM
N56349,181,BOTTOM
N56350,97,BOTTOM
N56351,225,BOTTOM
N56352,201,BOTTOM
N56353,79,BOTTOM
N56354,250,BOTTOM
N56355,106,BOTTOM
N56356,188,BOTTOM
N56357,2906,BOTTOM
N56358,379,BOTTOM
N56359,429,BOTTOM
N56360,161,BOTTOM
N56361,2573,BOTTOM
N56362,207,BOTTOM
N56363,152,BOTTOM
N56364,149,BOTTOM
N56365,444,BOTTOM
N56366,117,BOTTOM
N56367,150,BOTTOM
N56368,239,BOTTOM
N56369,2313,BOTTOM
N56370,377,BOTTOM
N56371,264,BOTTOM
N56372,5096,BOTTOM
N56373,6209,BOTTOM
N56374,149,BOTTOM
N56375,246,BOTTOM
N56376,321,BOTTOM
N56377,131,BOTTOM
N56378,129,BOTTOM
N56379,942,BOTTOM
N56380,1337,BOTTOM
N56381,245,BOTTOM
N56382,102,BOTTOM
N56383,159,BOTTOM
N56384,114,BOTTOM
N56385,258,BOTTOM
N56386,104,BOTTOM
N56387,137,BOTTOM
N56388,355,BOTTOM
N56389,177,BOTTOM
N56390,212,BOTTOM
N56391,1349,BOTTOM
N56392,93,BOTTOM
N56393,517,BOTTOM
N56394,186,BOTTOM
N56395,458,BOTTOM
N56396,124,BOTTOM
N56397,2283,BOTTOM
N56398,168,BOTTOM
N56399,225,BOTTOM
N56400,1652,BOTTOM
N56401,989,BOTTOM
N56402,508,BOTTOM
N56403,137,BOTTOM
N56404,22814,BOTTOM
N56405,117,BOTTOM
N56406,390,BOTTOM
N56407,339,BOTTOM
N56408,31374,BOTTOM
N56409,335,BOTTOM
N56410,312,BOTTOM
N56411,96,BOTTOM
N56412,242,BOTTOM
N56413,104,BOTTOM
N56414,604,BOTTOM
N56415,113,BOTTOM
N56416,506,BOTTOM
N56417,220,BOTTOM
N56418,8894,BOTTOM
N56419,141,BOTTOM
N56420,89,BOTTOM
N56421,1440,BOTTOM
N56422,83,BOTTOM
N56423,100,BOTTOM
N56424,6040,BOTTOM
N56425,97,BOTTOM
N56426,292,BOTTOM
N56427,3649,BOTTOM
N56428,296,BOTTOM
N56429,13761,BOTTOM
N56430,108,BOTTOM
N56431,9532,BOTTOM
N56432,209,BOTTOM
N56433,172,BOTTOM
N56434,272,BOTTOM
N56435,92,BOTTOM
N56436,783,BOTTOM
N56437,179,BOTTOM
N56438,237,BOTTOM
N56439,102,BOTTOM
N56440,206,BOTTOM
N56441,168,BOTTOM
N56442,746,BOTTOM
N56443,568,BOTTOM
N56444,118,BOTTOM
N56445,264,BOTTOM
N56446,116,BOTTOM
N56447,10643,BOTTOM
N56448,2992,BOTTOM
N56449,13177,BOTTOM
N56450,617,BOTTOM
N56451,190,BOTTOM
N56452,111,BOTTOM
N56453,206,BOTTOM
N56454,504,BOTTOM
N56455,233,BOTTOM
N56456,167,BOTTOM
N56457,2054,BOTTOM
N56458,3011,BOTTOM
N56459,115,BOTTOM
N56460,25108,BOTTOM
N56461,102,BOTTOM
N56462,176,BOTTOM
N56463,11108,BOTTOM
N56464,214,BOTTOM
N56465,111,BOTTOM
N56466,168,BOTTOM
N56467,122,BOTTOM
N56468,469,BOTTOM
N56469,155,BOTTOM
N56470,7525,BOTTOM
N56471,977,BOTTOM
N56472,160,BOTTOM
N56473,127,BOTTOM
N56474,148,BOTTOM
N56475,363,BOTTOM
N56476,2840,BOTTOM
N56477,503,BOTTOM
N56478,97,BOTTOM
N56479,3072,BOTTOM
N56480,321,BOTTOM
N56481,635,BOTTOM
N56482,499,BOTTOM
N56483,147,BOTTOM
N56484,102,BOTTOM
N56485,524,BOTTOM
N56486,84,BOTTOM
N56487,416,BOTTOM
N56488,102,BOTTOM
N56489,151,BOTTOM
N56490,4236,BOTTOM
N56491,179,BOTTOM
N56492,228,BOTTOM
N56493,703,BOTTOM
N56494,4076,BOTTOM
N56495,219,BOTTOM
N56496,229,BOTTOM
N56497,502,BOTTOM
N56498,824,BOTTOM
N56499,2833,BOTTOM
N56500,9609,BOTTOM
N56501,512,BOTTOM
N56502,1327,BOTTOM
N56503,1815,BOTTOM
N56504,169,BOTTOM
N56505,522,BOTTOM
N56506,237,BOTTOM
N56507,134,BOTTOM
N56508,216,BOTTOM
N56509,145,BOTTOM
N56510,115,BOTTOM
N56511,245,BOTTOM
N56512,1395,BOTTOM
N56513,345,BOTTOM
N56514,150,BOTTOM
N56515,18068,BOTTOM
N56516,94,BOTTOM
N56517,18868,BOTTOM
N56518,128,BOTTOM
N56519,117,BOTTOM
N56520,147,BOTTOM
N56521,684,BOTTOM
N56522,555,BOTTOM
N56523,313,BOTTOM
N56524,281,BOTTOM
N56525,333,BOTTOM
N56526,237,BOTTOM
N56527,259,BOTTOM
N56528,16535,BOTTOM
N56529,553,BOTTOM
N56530,198,BOTTOM
N56531,202,BOTTOM
N56532,133,BOTTOM
N56533,220,BOTTOM
N56534,344,BOTTOM
N56535,62,BOTTOM
N56536,185,BOTTOM
N56537,325,BOTTOM
N56538,589,BOTTOM
N56539,108,BOTTOM
N56540,99,BOTTOM
N56541,649,BOTTOM
N56542,747,BOTTOM
N56543,3288,BOTTOM
N56544,172,BOTTOM
N56545,4694,BOTTOM
N56546,270,BOTTOM
N56547,456,BOTTOM
N56548,216,BOTTOM
N56549,10461,BOTTOM
N56550,282,BOTTOM
N56551,1868,BOTTOM
N56552,12328,BOTTOM
N56553,224,BOTTOM
N56554,299,BOTTOM
N56555,1510,BOTTOM
N56556,1461,BOTTOM
N56557,287,BOTTOM
N56558,194,BOTTOM
N56559,178,BOTTOM
N56560,182,BOTTOM
N56561,1152,BOTTOM
N56562,332,BOTTOM
N56563,16291,BOTTOM
N56564,92,BOTTOM
N56565,103,BOTTOM
N56566,238,BOTTOM
N56567,2285,BOTTOM
N56568,851,BOTTOM
N56569,312,BOTTOM
N56570,140,BOTTOM
N56571,349,BOTTOM
N56572,718,BOTTOM
N56573,208,BOTTOM
N56574,1603,BOTTOM
N56575,326,BOTTOM
N56576,125,BOTTOM
N56577,129,BOTTOM
N56578,106,BOTTOM
N56579,112,BOTTOM
N56580,124,BOTTOM
N56581,189,BOTTOM
N56582,11694,BOTTOM
N56583,7251,BOTTOM
N56584,150,BOTTOM
N56585,2389,BOTTOM
N56586,115,BOTTOM
N56587,548,BOTTOM
N56588,247,BOTTOM
N56589,377,BOTTOM
N56590,128,BOTTOM
N56591,94,BOTTOM
N56592,3514,BOTTOM
N56593,237,BOTTOM
N56594,278,BOTTOM
N56595,57,BOTTOM
N56596,5074,BOTTOM
N56597,4389,BOTTOM
N56598,302,BOTTOM
N56599,127,BOTTOM
N56600,100,BOTTOM
N56601,4645,BOTTOM
N56602,104,BOTTOM
N56603,428,BOTTOM
N56604,148,BOTTOM
N56605,6453,BOTTOM
N56606,415,BOTTOM
N56607,113,BOTTOM
N56608,1272,BOTTOM
N56609,12388,BOTTOM
N56610,137,BOTTOM
N56611,274,BOTTOM
N56612,124,BOTTOM
N56613,3649,BOTTOM
N56614,163,BOTTOM
N56615,614,BOTTOM
N56616,116,BOTTOM
N56617,98,BOTTOM
N56618,129,BOTTOM
N56619,186,BOTTOM
N56620,300,BOTTOM
N56621,5413,BOTTOM
N56622,221,BOTTOM
N56623,10831,BOTTOM
N56624,101,BOTTOM
N56625,268,BOTTOM
N56626,152,BOTTOM
N56627,357,BOTTOM
N56628,226,BOTTOM
N56629,150,BOTTOM
N56630,552,BOTTOM
N56631,258,BOTTOM
N56632,333,BOTTOM
N56633,2863,BOTTOM
N56634,156,BOTTOM
N56635,144,BOTTOM
N56636,189,BOTTOM
N56637,207,BOTTOM
N56638,96,BOTTOM
N56639,218,BOTTOM
N56640,19474,BOTTOM
N56641,605,BOTTOM
N56642,814,BOTTOM
N56643,365,BOTTOM
N56644,317,BOTTOM
N56645,243,BOTTOM
N56646,749,BOTTOM
N56647,476,BOTTOM
N56648,862,BOTTOM
N56649,119,BOTTOM
N56650,13616,BOTTOM
N56651,9570,BOTTOM
N56652,460,BOTTOM
N56653,115,BOTTOM
N56654,109,BOTTOM
N56655,141,BOTTOM
N56656,333,BOTTOM
N56657,265,BOTTOM
N56658,98,BOTTOM
N56659,513,BOTTOM
N56660,8165,BOTTOM
N56661,245,BOTTOM
N56662,8606,BOTTOM
N56663,162,BOTTOM
N56664,183,BOTTOM
N56665,162,BOTTOM
N56666,103,BOTTOM
N56667,2295,BOTTOM
N56668,2461,BOTTOM
N56669,3715,BOTTOM
N56670,1663,BOTTOM
N56671,2395,BOTTOM
N56672,6506,BOTTOM
N56673,1286,BOTTOM
N56674,1008,BOTTOM
N56675,5233,BOTTOM
N56676,2015,BOTTOM
N56677,113,BOTTOM
N56678,623,BOTTOM
N56679,97,BOTTOM
N56680,1276,BOTTOM
N56681,2655,BOTTOM
N56682,278,BOTTOM
N56683,178,BOTTOM
N56684,1345,BOTTOM
N56685,168,BOTTOM
N56686,124,BOTTOM
N56687,276,BOTTOM
N56688,111,BOTTOM
N56689,227,BOTTOM
N56690,152,BOTTOM
N56691,6700,BOTTOM
N56692,113,BOTTOM
N56693,558,BOTTOM
N56694,1625,BOTTOM
N56695,553,BOTTOM
N56696,235,BOTTOM
N56697,305,BOTTOM
N56698,81,BOTTOM
N56699,375,BOTTOM
N56700,538,BOTTOM
N56701,1365,BOTTOM
N56702,156,BOTTOM
N56703,126,BOTTOM
N56704,101,BOTTOM
N56705,84,BOTTOM
N56706,103,BOTTOM
N56707,353,BOTTOM
N56708,80,BOTTOM
N56709,448,BOTTOM
N56710,362,BOTTOM
N56711,119,BOTTOM
N56712,297,BOTTOM
N56713,7141,BOTTOM
N56714,15142,BOTTOM
N56715,4426,BOTTOM
N56716,183,BOTTOM
N56717,142,BOTTOM
N56718,179,BOTTOM
N56719,558,BOTTOM
N56720,15988,BOTTOM
N56721,16448,BOTTOM
N56722,160,BOTTOM
N56723,3746,BOTTOM
N56724,302,BOTTOM
N56725,133,BOTTOM
N56726,193,BOTTOM
N56727,130,BOTTOM
N56728,201,BOTTOM
N56729,241,BOTTOM
N56730,135,BOTTOM
N56731,105,BOTTOM
N56732,203,BOTTOM
N56733,145,BOTTOM
N56734,355,BOTTOM
N56735,260,BOTTOM
N56736,218,BOTTOM
N56737,119,BOTTOM
N56738,17852,BOTTOM
N56739,93,BOTTOM
N56740,303,BOTTOM
N56741,106,BOTTOM
N56742,168,BOTTOM
N56743,692,BOTTOM
N56744,220,BOTTOM
N56745,59,BOTTOM
N56746,117,BOTTOM
N56747,1229,BOTTOM
N56748,362,BOTTOM
N56749,335,BOTTOM
N56750,87,BOTTOM
N56751,77,BOTTOM
N56752,102,BOTTOM
N56753,390,BOTTOM
N56754,1319,BOTTOM
N56755,255,BOTTOM
N56756,192,BOTTOM
N56757,209,BOTTOM
N56758,414,BOTTOM
N56759,4430,BOTTOM
N56760,366,BOTTOM
N56761,114,BOTTOM
N56762,161,BOTTOM
N56763,189,BOTTOM
N56764,137,BOTTOM
N56765,2611,BOTTOM
N56766,228,BOTTOM
N56767,200,BOTTOM
N56768,263,BOTTOM
N56769,224,BOTTOM
N56770,133,BOTTOM
N56771,123,BOTTOM
N56772,248,BOTTOM
N56773,195,BOTTOM
N56774,261,BOTTOM
N56775,270,BOTTOM
N56776,380,BOTTOM
N56777,138,BOTTOM
N56778,784,BOTTOM
N56779,218,BOTTOM
N56780,5339,BOTTOM
N56781,193,BOTTOM
N56782,86,BOTTOM
N56783,278,BOTTOM
N56784,1822,BOTTOM
N56785,2142,BOTTOM
N56786,4887,BOTTOM
N56787,7885,BOTTOM
N56788,223,BOTTOM
N56789,158,BOTTOM
N56790,137,BOTTOM
N56791,284,BOTTOM
N56792,170,BOTTOM
N56793,9542,BOTTOM
N56794,175,BOTTOM
N56795,57,BOTTOM
N56796,148,BOTTOM
N56797,4284,BOTTOM
N56798,94,BOTTOM
N56799,159,BOTTOM
N56800,495,BOTTOM
N56801,57,BOTTOM
N56802,127,BOTTOM
N56803,142,BOTTOM
N56804,159,BOTTOM
N56805,476,BOTTOM
N56806,166,BOTTOM
N56807,136,BOTTOM
N56808,92,BOTTOM
N56809,259,BOTTOM
N56810,185,BOTTOM
N56811,94,BOTTOM
N56812,112,BOTTOM
N56813,5291,BOTTOM
N56814,664,BOTTOM
N56815,2031,BOTTOM
N56816,1036,BOTTOM
N56817,186,BOTTOM
N56818,240,BOTTOM
N56819,214,BOTTOM
N56820,59,BOTTOM
N56821,317,BOTTOM
N56822,217,BOTTOM
N56823,188,BOTTOM
N56824,5528,BOTTOM
N56825,160,BOTTOM
N56826,461,BOTTOM
N56827,159,BOTTOM
N56828,359,BOTTOM
N56829,152,BOTTOM
N56830,57,BOTTOM
N56831,138,BOTTOM
N56832,243,BOTTOM
N56833,215,BOTTOM
N56834,162,BOTTOM
N56835,87,BOTTOM
N56836,190,BOTTOM
N56837,1943,BOTTOM
N56838,283,BOTTOM
N56839,920,BOTTOM
N56840,227,BOTTOM
N56841,60,BOTTOM
N56842,178,BOTTOM
N56843,425,BOTTOM
N56844,119,BOTTOM
N56845,5992,BOTTOM
N56846,454,BOTTOM
N56847,2099,BOTTOM
N56848,484,BOTTOM
N56849,131,BOTTOM
N56850,237,BOTTOM
N56851,272,BOTTOM
N56852,157,BOTTOM
N56853,107,BOTTOM
N56854,59,BOTTOM
N56855,185,BOTTOM
N56856,110,BOTTOM
N56857,163,BOTTOM
N56858,50,BOTTOM
N56859,167,BOTTOM
N56860,59,BOTTOM
N56861,59,BOTTOM
N56862,257,BOTTOM
N56863,112,BOTTOM
N56864,59,BOTTOM
N56865,103,BOTTOM
N56866,288,BOTTOM
N56867,112,BOTTOM
N56868,108,BOTTOM
N56869,59,BOTTOM
N56870,59,BOTTOM
N56871,54,BOTTOM
N56872,79,BOTTOM
N56873,600,BOTTOM
N56874,175,BOTTOM
N56875,71,BOTTOM
N56876,59,BOTTOM
N56877,340,BOTTOM
N56878,100,BOTTOM
N56879,103,BOTTOM
N56880,191,BOTTOM
N56881,126,BOTTOM
N56882,263,BOTTOM
N56883,215,BOTTOM
N56884,118,BOTTOM
N56885,248,BOTTOM
N56886,104,BOTTOM
N56887,102,BOTTOM
N56888,258,BOTTOM
N56889,129,BOTTOM
N56890,1915,BOTTOM
N56891,570,BOTTOM
N56892,402,BOTTOM
N56893,126,BOTTOM
N56894,208,BOTTOM
N56895,318,BOTTOM
N56896,105,BOTTOM
N56897,1568,BOTTOM
N56898,6344,BOTTOM
N56899,310,BOTTOM
N56900,395,BOTTOM
N56901,92,BOTTOM
N56902,69,BOTTOM
N56903,191,BOTTOM
N56904,1270,BOTTOM
N56905,444,BOTTOM
N56906,406,BOTTOM
N56907,8966,BOTTOM
N56908,290,BOTTOM
N56909,570,BOTTOM
N56910,332,BOTTOM
N56911,850,BOTTOM
N56912,8377,BOTTOM
N56913,149,BOTTOM
N56914,346,BOTTOM
N56915,118,BOTTOM
N56916,511,BOTTOM
N56917,91,BOTTOM
N56918,115,BOTTOM
N56919,197,BOTTOM
N56920,3720,BOTTOM
N56921,561,BOTTOM
N56922,102,BOTTOM
N56923,281,BOTTOM
N56924,659,BOTTOM
N56925,250,BOTTOM
N56926,104,BOTTOM
N56927,105,BOTTOM
N56928,204,BOTTOM
N56929,456,BOTTOM
N56930,87,BOTTOM
N56931,219,BOTTOM
N56932,1552,BOTTOM
N56933,2004,BOTTOM
N56934,2238,BOTTOM
N56935,253,BOTTOM
N56936,175,BOTTOM
N56937,163,BOTTOM
N56938,1213,BOTTOM
N56939,192,BOTTOM
N56940,7486,BOTTOM
N56941,141,BOTTOM
N56942,169,BOTTOM
N56943,120,BOTTOM
N56944,135,BOTTOM
N56945,113,BOTTOM
N56946,6586,BOTTOM
N56947,220,BOTTOM
N56948,384,BOTTOM
N56949,10641,BOTTOM
N56950,330,BOTTOM
N56951,221,BOTTOM
N56952,3346,BOTTOM
N56953,777,BOTTOM
N56954,102,BOTTOM
N56955,1439,BOTTOM
N56956,350,BOTTOM
N56957,5461,BOTTOM
N56958,1495,BOTTOM
N56959,201,BOTTOM
N56960,3338,BOTTOM
N56961,484,BOTTOM
N56962,4608,BOTTOM
N56963,100,BOTTOM
N56964,158,BOTTOM
N56965,486,BOTTOM
N56966,2149,BOTTOM
N56967,840,BOTTOM
N56968,2051,BOTTOM
N56969,216,BOTTOM
N56970,203,BOTTOM
N56971,300,BOTTOM
N56972,228,BOTTOM
N56973,5693,BOTTOM
N56974,251,BOTTOM
N56975,372,BOTTOM
N56976,194,BOTTOM
N56977,1090,BOTTOM
N56978,3436,BOTTOM
N56979,226,BOTTOM
N56980,1985,BOTTOM
N56981,1069,BOTTOM
N56982,498,BOTTOM
N56983,317,BOTTOM
N56984,1375,BOTTOM
N56985,3718,BOTTOM
N56986,6724,BOTTOM
N56987,207,BOTTOM
N56988,4820,BOTTOM
N56989,1813,BOTTOM
N56990,274,BOTTOM
N56991,305,BOTTOM
N56992,644,BOTTOM
N56993,5540,BOTTOM
N56994,161,BOTTOM
N56995,104,BOTTOM
N56996,197,BOTTOM
N56997,291,BOTTOM
N56998,1701,BOTTOM
N56999,11726,BOTTOM
N57000,228,BOTTOM
N57001,506,BOTTOM
N57002,1163,BOTTOM
N57003,221,BOTTOM
N57004,170,BOTTOM
N57005,615,BOTTOM
N57006,173,BOTTOM
N57007,203,BOTTOM
N57008,239,BOTTOM
N57009,270,BOTTOM
N57010,214,BOTTOM
N57011,202,BOTTOM
N57012,11951,BOTTOM
N57013,141,BOTTOM
N57014,106,BOTTOM
N57015,229,BOTTOM
N57016,366,BOTTOM
N57017,260,BOTTOM
N57018,174,BOTTOM
N57019,309,BOTTOM
N57020,191,BOTTOM
N57021,194,BOTTOM
N57022,451,BOTTOM
N57023,447,BOTTOM
N57024,79,BOTTOM
N57025,78,BOTTOM
N57026,107,BOTTOM
N57027,2308,BOTTOM
N57028,10294,BOTTOM
N57029,142,BOTTOM
N57030,170,BOTTOM
N57031,162,BOTTOM
N57032,169,BOTTOM
N57033,727,BOTTOM
N57034,232,BOTTOM
N57035,7860,BOTTOM
N57036,89,BOTTOM
N57037,254,BOTTOM
N57038,148,BOTTOM
N57039,2420,BOTTOM
N57040,713,BOTTOM
N57041,9626,BOTTOM
N57042,11883,BOTTOM
N57043,446,BOTTOM
N57044,57,BOTTOM
N57045,184,BOTTOM
N57046,139,BOTTOM
N57047,5294,BOTTOM
N57048,801,BOTTOM
N57049,11644,BOTTOM
N57050,140,BOTTOM
N57051,2219,BOTTOM
N57052,966,BOTTOM
N57053,343,BOTTOM
N57054,103,BOTTOM
N57055,1901,BOTTOM
N57056,292,BOTTOM
N57057,87,BOTTOM
N57058,1004,BOTTOM
N57059,165,BOTTOM
N57060,721,BOTTOM
N57061,8185,BOTTOM
N57062,112,BOTTOM
N57063,79,BOTTOM
N57064,115,BOTTOM
N57065,2165,BOTTOM
N57066,98,BOTTOM
N57067,199,BOTTOM
N57068,14846,BOTTOM
N57069,939,BOTTOM
N57070,187,BOTTOM
N57071,259,BOTTOM
N57072,270,BOTTOM
N57073,201,BOTTOM
N57074,1116,BOTTOM
N57075,205,BOTTOM
N57076,154,BOTTOM
N57077,147,BOTTOM
N57078,115,BOTTOM
N57079,520,BOTTOM
N57080,229,BOTTOM
N57081,204,BOTTOM
N57082,114,BOTTOM
N57083,317,BOTTOM
N57084,22589,BOTTOM
N57085,246,BOTTOM
N57086,57,BOTTOM
N57087,140,BOTTOM
N57088,338,BOTTOM
N57089,74,BOTTOM
N57090,103,BOTTOM
N57091,521,BOTTOM
N57092,705,BOTTOM
N57093,372,BOTTOM
N57094,124,BOTTOM
N57095,449,BOTTOM
N57096,95,BOTTOM
N57097,1372,BOTTOM
N57098,118,BOTTOM
N57099,293,BOTTOM
N57100,114,BOTTOM
N57101,182,BOTTOM
N57102,152,BOTTOM
N57103,338,BOTTOM
N57104,133,BOTTOM
N57105,57,BOTTOM
N57106,14927,BOTTOM
N57107,215,BOTTOM
N57108,95,BOTTOM
N57109,103,BOTTOM
N57110,257,BOTTOM
N57111,69,BOTTOM
N57112,183,BOTTOM
N57113,7534,BOTTOM
N57114,115,BOTTOM
N57115,304,BOTTOM
N57116,383,BOTTOM
N57117,111,BOTTOM
N57118,87,BOTTOM
N57119,492,BOTTOM
N57120,250,BOTTOM
N57121,85,BOTTOM
N57122,14060,BOTTOM
N57123,175,BOTTOM
N57124,103,BOTTOM
N57125,3735,BOTTOM
N57126,185,BOTTOM
N57127,245,BOTTOM
N57128,331,BOTTOM
N57129,532,BOTTOM
N57130,91,BOTTOM
N57131,212,BOTTOM
N57132,1972,BOTTOM
N57133,211,BOTTOM
N57134,304,BOTTOM
N57135,121,BOTTOM
N57136,157,BOTTOM
N57137,105,BOTTOM
N57138,141,BOTTOM
N57139,323,BOTTOM
N57140,276,BOTTOM
N57141,79,BOTTOM
N57142,116,BOTTOM
N57143,202,BOTTOM
N57144,255,BOTTOM
N57145,186,BOTTOM
N57146,3428,BOTTOM
N57147,153,BOTTOM
N57148,322,BOTTOM
N57149,334,BOTTOM
N57150,95,BOTTOM
N57151,508,BOTTOM
N57152,657,BOTTOM
N57153,152,BOTTOM
N57154,109,BOTTOM
N57155,5312,BOTTOM
N57156,158,BOTTOM
N57157,150,BOTTOM
N57158,293,BOTTOM
N57159,351,BOTTOM
N57160,69,BOTTOM
N57161,4541,BOTTOM
N57162,106,BOTTOM
N57163,173,BOTTOM
N57164,567,BOTTOM
N57165,476,BOTTOM
N57166,231,BOTTOM
N57167,370,BOTTOM
N57168,106,BOTTOM
N57169,648,BOTTOM
N57170,700,BOTTOM
N57171,114,BOTTOM
N57172,117,BOTTOM
N57173,1435,BOTTOM
N57174,3240,BOTTOM
N57175,254,BOTTOM
N57176,156,BOTTOM
N57177,411,BOTTOM
N57178,185,BOTTOM
N57179,12842,BOTTOM
N57180,1046,BOTTOM
N57181,3130,BOTTOM
N57182,302,BOTTOM
N57183,353,BOTTOM
N57184,3823,BOTTOM
N57185,124,BOTTOM
N57186,90,BOTTOM
N57187,346,BOTTOM
N57188,479,BOTTOM
