net_name,hpwl,type_die
N12620,197,BOTTOM
N12621,213,BOTTOM
N12622,214,BOTTOM
N12623,1741,BOTTOM
N12624,310,BOTTOM
N12625,132,BOTTOM
N12626,2153,BOTTOM
N12627,63,BOTTOM
N12628,165,BOTTOM
N12629,1367,BOTTOM
N12630,467,BOTTOM
N12631,279,BOTTOM
N12632,347,BOTTOM
N12633,242,BOTTOM
N12634,116,BOTTOM
N12635,54,BOTTOM
N12636,504,BOTTOM
N12637,3605,BOTTOM
N12638,105,BOTTOM
N12639,178,BOTTOM
N12640,148,BOTTOM
N12641,261,BOTTOM
N12642,115,BOTTOM
N12643,159,BOTTOM
N12644,320,BOTTOM
N12645,898,BOTTOM
N12646,105,BOTTOM
N12647,215,BOTTOM
N12648,176,BOTTOM
N12649,85,BOTTOM
N12650,986,BOTTOM
N12651,128,BOTTOM
N12652,144,BOTTOM
N12653,140,BOTTOM
N12654,159,BOTTOM
N12655,334,BOTTOM
N12656,996,BOTTOM
N12657,162,BOTTOM
N12658,94,BOTTOM
N12659,439,BOTTOM
N12660,144,BOTTOM
N12661,2307,BOTTOM
N12662,160,BOTTOM
N12663,1582,BOTTOM
N12664,273,BOTTOM
N12665,61,BOTTOM
N12666,63,BOTTOM
N12667,237,BOTTOM
N12668,542,BOTTOM
N12669,166,BOTTOM
N12670,667,BOTTOM
N12671,395,BOTTOM
N12672,136,BOTTOM
N12673,360,BOTTOM
N12674,150,BOTTOM
N12675,361,BOTTOM
N12676,276,BOTTOM
N12677,276,BOTTOM
N12678,345,BOTTOM
N12679,101,BOTTOM
N12680,3152,BOTTOM
N12681,102,BOTTOM
N12682,158,BOTTOM
N12683,303,BOTTOM
N12684,291,BOTTOM
N12685,346,BOTTOM
N12686,64,BOTTOM
N12687,219,BOTTOM
N12688,187,BOTTOM
N12689,140,BOTTOM
N12690,197,BOTTOM
N12691,633,BOTTOM
N12692,2593,BOTTOM
N12693,2942,BOTTOM
N12694,250,BOTTOM
N12695,294,BOTTOM
N12696,199,BOTTOM
N12697,199,BOTTOM
N12698,119,BOTTOM
N12699,85,BOTTOM
N12700,164,BOTTOM
N12701,252,BOTTOM
N12702,137,BOTTOM
N12703,107,BOTTOM
N12704,5656,BOTTOM
N12705,231,BOTTOM
N12706,251,BOTTOM
N12707,176,BOTTOM
N12708,138,BOTTOM
N12709,138,BOTTOM
N12710,452,BOTTOM
N12711,65,BOTTOM
N12712,348,BOTTOM
N12713,166,BOTTOM
N12714,515,BOTTOM
N12715,1862,BOTTOM
N12716,11680,BOTTOM
N12717,222,BOTTOM
N12718,105,BOTTOM
N12719,94,BOTTOM
N12720,123,BOTTOM
N12721,127,BOTTOM
N12722,242,BOTTOM
N12723,473,BOTTOM
N12724,289,BOTTOM
N12725,364,BOTTOM
N12726,174,BOTTOM
N12727,301,BOTTOM
N12728,1074,BOTTOM
N12729,169,BOTTOM
N12730,137,BOTTOM
N12731,110,BOTTOM
N12732,149,BOTTOM
N12733,383,BOTTOM
N12734,541,BOTTOM
N12735,228,BOTTOM
N12736,1064,BOTTOM
N12737,470,BOTTOM
N12738,524,BOTTOM
N12739,1251,BOTTOM
N12740,411,BOTTOM
N12741,387,BOTTOM
N12742,282,BOTTOM
N12743,396,BOTTOM
N12744,514,BOTTOM
N12745,310,BOTTOM
N12746,283,BOTTOM
N12747,484,BOTTOM
N12748,163,BOTTOM
N12749,368,BOTTOM
N12750,2270,BOTTOM
N12751,457,BOTTOM
N12752,95,BOTTOM
N12753,206,BOTTOM
N12754,88,BOTTOM
N12755,82,BOTTOM
N12756,209,BOTTOM
N12757,26,BOTTOM
N12758,608,BOTTOM
N12759,326,BOTTOM
N12760,168,BOTTOM
N12761,145,BOTTOM
N12762,408,BOTTOM
N12763,258,BOTTOM
N12764,94,BOTTOM
N12765,325,BOTTOM
N12766,187,BOTTOM
N12767,1243,BOTTOM
N12768,117,BOTTOM
N12769,296,BOTTOM
N12770,339,BOTTOM
N12771,296,BOTTOM
N12772,113,BOTTOM
N12773,62,BOTTOM
N12774,793,BOTTOM
N12775,62,BOTTOM
N12776,157,BOTTOM
N12777,112,BOTTOM
N12778,1908,BOTTOM
N12779,112,BOTTOM
N12780,153,BOTTOM
N12781,397,BOTTOM
N12782,475,BOTTOM
N12783,791,BOTTOM
N12784,264,BOTTOM
N12785,463,BOTTOM
N12786,992,BOTTOM
N12787,5717,BOTTOM
N12788,280,BOTTOM
N12789,32,BOTTOM
N12790,484,BOTTOM
N12791,102,BOTTOM
N12792,229,BOTTOM
N12793,201,BOTTOM
N12794,155,BOTTOM
N12795,261,BOTTOM
N12796,32,BOTTOM
N12797,102,BOTTOM
N12798,411,BOTTOM
N12799,95,BOTTOM
N12800,147,BOTTOM
N12801,204,BOTTOM
N12802,409,BOTTOM
N12803,62,BOTTOM
N12804,148,BOTTOM
N12805,135,BOTTOM
N12806,231,BOTTOM
N12807,2098,BOTTOM
N12808,182,BOTTOM
N12809,277,BOTTOM
N12810,239,BOTTOM
N12811,299,BOTTOM
N12812,236,BOTTOM
N12813,177,BOTTOM
N12814,4716,BOTTOM
N12815,124,BOTTOM
N12816,602,BOTTOM
N12817,88,BOTTOM
N12818,497,BOTTOM
N12819,132,BOTTOM
N12820,213,BOTTOM
N12821,200,BOTTOM
N12822,364,BOTTOM
N12823,109,BOTTOM
N12824,193,BOTTOM
N12825,484,BOTTOM
N12826,123,BOTTOM
N12827,156,BOTTOM
N12828,139,BOTTOM
N12829,126,BOTTOM
N12830,63,BOTTOM
N12831,189,BOTTOM
N12832,110,BOTTOM
N12833,1072,BOTTOM
N12834,159,BOTTOM
N12835,237,BOTTOM
N12836,99,BOTTOM
N12837,6811,BOTTOM
N12838,137,BOTTOM
N12839,366,BOTTOM
N12840,181,BOTTOM
N12841,604,BOTTOM
N12842,63,BOTTOM
N12843,108,BOTTOM
N12844,102,BOTTOM
N12845,424,BOTTOM
N12846,201,BOTTOM
N12847,289,BOTTOM
N12848,203,BOTTOM
N12849,148,BOTTOM
N12850,210,BOTTOM
N12851,585,BOTTOM
N12852,421,BOTTOM
N12853,208,BOTTOM
N12854,54,BOTTOM
N12855,386,BOTTOM
N12856,504,BOTTOM
N12857,265,BOTTOM
N12858,240,BOTTOM
N12859,63,BOTTOM
N12860,103,BOTTOM
N12861,250,BOTTOM
N12862,140,BOTTOM
N12863,168,BOTTOM
N12864,174,BOTTOM
N12865,135,BOTTOM
N12866,119,BOTTOM
N12867,161,BOTTOM
N12868,358,BOTTOM
N12869,141,BOTTOM
N12870,137,BOTTOM
N12871,254,BOTTOM
N12872,85,BOTTOM
N12873,338,BOTTOM
N12874,84,BOTTOM
N12875,105,BOTTOM
N12876,111,BOTTOM
N12877,117,BOTTOM
N12878,1199,BOTTOM
N12879,2170,BOTTOM
N12880,213,BOTTOM
N12881,152,BOTTOM
N12882,617,BOTTOM
N12883,442,BOTTOM
N12884,1883,BOTTOM
N12885,254,BOTTOM
N12886,296,BOTTOM
N12887,123,BOTTOM
N12888,357,BOTTOM
N12889,351,BOTTOM
N12890,654,BOTTOM
N12891,63,BOTTOM
N12892,92,BOTTOM
N12893,57,BOTTOM
N12894,2528,BOTTOM
N12895,256,BOTTOM
N12896,341,BOTTOM
N12897,169,BOTTOM
N12898,261,BOTTOM
N12899,62,BOTTOM
N12900,588,BOTTOM
N12901,3513,BOTTOM
N12902,112,BOTTOM
N12903,112,BOTTOM
N12904,54,BOTTOM
N12905,313,BOTTOM
N12906,93,BOTTOM
N12907,57,BOTTOM
N12908,555,BOTTOM
N12909,147,BOTTOM
N12910,354,BOTTOM
N12911,1076,BOTTOM
N12912,1023,BOTTOM
N12913,2126,BOTTOM
N12914,364,BOTTOM
N12915,306,BOTTOM
N12916,319,BOTTOM
N12917,884,BOTTOM
N12918,464,BOTTOM
N12919,574,BOTTOM
N12920,474,BOTTOM
N12921,715,BOTTOM
N12922,457,BOTTOM
N12923,424,BOTTOM
N12924,332,BOTTOM
N12925,276,BOTTOM
N12926,7702,BOTTOM
N12927,54,BOTTOM
N12928,405,BOTTOM
N12929,435,BOTTOM
N12930,3784,BOTTOM
N12931,61,BOTTOM
N12932,211,BOTTOM
N12933,158,BOTTOM
N12934,64,BOTTOM
N12935,296,BOTTOM
N12936,165,BOTTOM
N12937,108,BOTTOM
N12938,553,BOTTOM
N12939,57,BOTTOM
N12940,122,BOTTOM
N12941,782,BOTTOM
N12942,173,BOTTOM
N12943,302,BOTTOM
N12944,247,BOTTOM
N12945,156,BOTTOM
N12946,140,BOTTOM
N12947,99,BOTTOM
N12948,63,BOTTOM
N12949,1394,BOTTOM
N12950,2371,BOTTOM
N12951,104,BOTTOM
N12952,182,BOTTOM
N12953,1158,BOTTOM
N12954,285,BOTTOM
N12955,89,BOTTOM
N12956,256,BOTTOM
N12957,218,BOTTOM
N12958,312,BOTTOM
N12959,295,BOTTOM
N12960,108,BOTTOM
N12961,189,BOTTOM
N12962,356,BOTTOM
N12963,373,BOTTOM
N12964,168,BOTTOM
N12965,182,BOTTOM
N12966,94,BOTTOM
N12967,661,BOTTOM
N12968,63,BOTTOM
N12969,178,BOTTOM
N12970,224,BOTTOM
N12971,61,BOTTOM
N12972,392,BOTTOM
N12973,161,BOTTOM
N12974,273,BOTTOM
N12975,111,BOTTOM
N12976,416,BOTTOM
N12977,591,BOTTOM
N12978,391,BOTTOM
N12979,214,BOTTOM
N12980,375,BOTTOM
N12981,169,BOTTOM
N12982,225,BOTTOM
N12983,316,BOTTOM
N12984,64,BOTTOM
N12985,500,BOTTOM
N12986,153,BOTTOM
N12987,87,BOTTOM
N12988,250,BOTTOM
N12989,32,BOTTOM
N12990,155,BOTTOM
N12991,448,BOTTOM
N12992,63,BOTTOM
N12993,110,BOTTOM
N12994,209,BOTTOM
N12995,670,BOTTOM
N12996,292,BOTTOM
N12997,191,BOTTOM
N12998,54,BOTTOM
N12999,246,BOTTOM
N13000,303,BOTTOM
N13001,149,BOTTOM
N13002,168,BOTTOM
N13003,246,BOTTOM
N13004,135,BOTTOM
N13005,109,BOTTOM
N13006,318,BOTTOM
N13007,362,BOTTOM
N13008,166,BOTTOM
N13009,104,BOTTOM
N13010,3221,BOTTOM
N13011,4258,BOTTOM
N13012,112,BOTTOM
N13013,103,BOTTOM
N13014,232,BOTTOM
N13015,202,BOTTOM
N13016,326,BOTTOM
N13017,196,BOTTOM
N13018,364,BOTTOM
N13019,94,BOTTOM
N13020,211,BOTTOM
N13021,142,BOTTOM
N13022,286,BOTTOM
N13023,135,BOTTOM
N13024,382,BOTTOM
N13025,127,BOTTOM
N13026,468,BOTTOM
N13027,32,BOTTOM
N13028,456,BOTTOM
N13029,202,BOTTOM
N13030,94,BOTTOM
N13031,368,BOTTOM
N13032,127,BOTTOM
N13033,125,BOTTOM
N13034,225,BOTTOM
N13035,614,BOTTOM
N13036,284,BOTTOM
N13037,252,BOTTOM
N13038,92,BOTTOM
N13039,91,BOTTOM
N13040,214,BOTTOM
N13041,54,BOTTOM
N13042,9208,BOTTOM
N13043,125,BOTTOM
N13044,237,BOTTOM
N13045,103,BOTTOM
N13046,62,BOTTOM
N13047,194,BOTTOM
N13048,195,BOTTOM
N13049,290,BOTTOM
N13050,351,BOTTOM
N13051,32,BOTTOM
N13052,219,BOTTOM
N13053,287,BOTTOM
N13054,239,BOTTOM
N13055,334,BOTTOM
N13056,296,BOTTOM
N13057,91,BOTTOM
N13058,168,BOTTOM
N13059,325,BOTTOM
N13060,416,BOTTOM
N13061,2563,BOTTOM
N13062,85,BOTTOM
N13063,541,BOTTOM
N13064,155,BOTTOM
N13065,464,BOTTOM
N13066,228,BOTTOM
N13067,242,BOTTOM
N13068,121,BOTTOM
N13069,1423,BOTTOM
N13070,184,BOTTOM
N13071,464,BOTTOM
N13072,221,BOTTOM
N13073,140,BOTTOM
N13074,861,BOTTOM
N13075,439,BOTTOM
N13076,273,BOTTOM
N13077,385,BOTTOM
N13078,535,BOTTOM
N13079,168,BOTTOM
N13080,1327,BOTTOM
N13081,369,BOTTOM
N13082,150,BOTTOM
N13083,162,BOTTOM
N13084,181,BOTTOM
N13085,227,BOTTOM
N13086,277,BOTTOM
N13087,375,BOTTOM
N13088,141,BOTTOM
N13089,246,BOTTOM
N13090,403,BOTTOM
N13091,165,BOTTOM
N13092,69,BOTTOM
N13093,196,BOTTOM
N13094,406,BOTTOM
N13095,137,BOTTOM
N13096,1002,BOTTOM
N13097,442,BOTTOM
N13098,7063,BOTTOM
N13099,223,BOTTOM
N13100,338,BOTTOM
N13101,105,BOTTOM
N13102,81,BOTTOM
N13103,62,BOTTOM
N13104,149,BOTTOM
N13105,64,BOTTOM
N13106,162,BOTTOM
N13107,147,BOTTOM
N13108,123,BOTTOM
N13109,84,BOTTOM
N13110,879,BOTTOM
N13111,234,BOTTOM
N13112,168,BOTTOM
N13113,493,BOTTOM
N13114,135,BOTTOM
N13115,671,BOTTOM
N13116,103,BOTTOM
N13117,216,BOTTOM
N13118,143,BOTTOM
N13119,219,BOTTOM
N13120,168,BOTTOM
N13121,84,BOTTOM
N13122,3294,BOTTOM
N13123,109,BOTTOM
N13124,155,BOTTOM
N13125,349,BOTTOM
N13126,91,BOTTOM
N13127,95,BOTTOM
N13128,159,BOTTOM
N13129,5644,BOTTOM
N13130,111,BOTTOM
N13131,32,BOTTOM
N13132,180,BOTTOM
N13133,21193,BOTTOM
N13134,246,BOTTOM
N13135,21443,BOTTOM
N13136,316,BOTTOM
N13137,21044,BOTTOM
N13138,63,BOTTOM
N13139,21294,BOTTOM
N13140,63,BOTTOM
N13141,18131,BOTTOM
N13142,391,BOTTOM
N13143,63,BOTTOM
N13144,10785,BOTTOM
N13145,250,BOTTOM
N13146,253,BOTTOM
N13147,6465,BOTTOM
N13148,461,BOTTOM
N13149,6850,BOTTOM
N13150,245,BOTTOM
N13151,21568,BOTTOM
N13152,245,BOTTOM
N13153,20714,BOTTOM
N13154,260,BOTTOM
N13155,20776,BOTTOM
N13156,481,BOTTOM
N13157,63,BOTTOM
N13158,13803,BOTTOM
N13159,246,BOTTOM
N13160,13654,BOTTOM
N13161,63,BOTTOM
N13162,21419,BOTTOM
N13163,63,BOTTOM
N13164,9228,BOTTOM
N13165,104,BOTTOM
N13166,280,BOTTOM
N13167,9483,BOTTOM
N13168,13740,BOTTOM
N13169,21130,BOTTOM
N13170,21380,BOTTOM
N13171,20118,BOTTOM
N13172,304,BOTTOM
N13173,20927,BOTTOM
N13174,18282,BOTTOM
N13175,19967,BOTTOM
N13176,63,BOTTOM
N13177,13141,BOTTOM
N13178,63,BOTTOM
N13179,14141,BOTTOM
N13180,63,BOTTOM
N13181,19269,BOTTOM
N13182,63,BOTTOM
N13183,20013,BOTTOM
N13184,63,BOTTOM
N13185,20256,BOTTOM
N13186,63,BOTTOM
N13187,8442,BOTTOM
N13188,498,BOTTOM
N13189,773,BOTTOM
N13190,923,BOTTOM
N13191,87,BOTTOM
N13192,157,BOTTOM
N13193,102,BOTTOM
N13194,133,BOTTOM
N13195,111,BOTTOM
N13196,100,BOTTOM
N13197,214,BOTTOM
N13198,356,BOTTOM
N13199,92,BOTTOM
N13200,153,BOTTOM
N13201,11950,BOTTOM
N13202,63,BOTTOM
N13203,10709,BOTTOM
N13204,63,BOTTOM
N13205,131,BOTTOM
N13206,72,BOTTOM
N13207,212,BOTTOM
N13208,155,BOTTOM
N13209,72,BOTTOM
N13210,150,BOTTOM
N13211,72,BOTTOM
N13212,123,BOTTOM
N13213,193,BOTTOM
N13214,104,BOTTOM
N13215,72,BOTTOM
N13216,87,BOTTOM
N13217,127,BOTTOM
N13218,141,BOTTOM
N13219,101,BOTTOM
N13220,176,BOTTOM
N13221,72,BOTTOM
N13222,66,BOTTOM
N13223,197,BOTTOM
N13224,507,BOTTOM
N13225,91,BOTTOM
N13226,127,BOTTOM
N13227,257,BOTTOM
N13228,87,BOTTOM
N13229,175,BOTTOM
N13230,811,BOTTOM
N13231,178,BOTTOM
N13232,123,BOTTOM
N13233,72,BOTTOM
N13234,87,BOTTOM
N13235,182,BOTTOM
N13236,87,BOTTOM
N13237,127,BOTTOM
N13238,87,BOTTOM
N13239,127,BOTTOM
N13240,142,BOTTOM
N13241,72,BOTTOM
N13242,258,BOTTOM
N13243,319,BOTTOM
N13244,61,BOTTOM
N13245,249,BOTTOM
N13246,169,BOTTOM
N13247,130,BOTTOM
N13248,72,BOTTOM
N13249,66,BOTTOM
N13250,554,BOTTOM
N13251,535,BOTTOM
N13252,54,BOTTOM
N13253,138,BOTTOM
N13254,72,BOTTOM
N13255,106,BOTTOM
N13256,72,BOTTOM
N13257,244,BOTTOM
N13258,169,BOTTOM
N13259,66,BOTTOM
N13260,223,BOTTOM
N13261,320,BOTTOM
N13262,241,BOTTOM
N13263,87,BOTTOM
N13264,105,BOTTOM
N13265,66,BOTTOM
N13266,432,BOTTOM
N13267,342,BOTTOM
N13268,54,BOTTOM
N13269,194,BOTTOM
N13270,124,BOTTOM
N13271,128,BOTTOM
N13272,116,BOTTOM
N13273,208,BOTTOM
N13274,372,BOTTOM
N13275,378,BOTTOM
N13276,191,BOTTOM
N13277,402,BOTTOM
N13278,162,BOTTOM
N13279,274,BOTTOM
N13280,239,BOTTOM
N13281,336,BOTTOM
N13282,104,BOTTOM
N13283,580,BOTTOM
N13284,117,BOTTOM
N13285,69,BOTTOM
N13286,138,BOTTOM
N13287,236,BOTTOM
N13288,84,BOTTOM
N13289,124,BOTTOM
N13290,202,BOTTOM
N13291,1180,BOTTOM
N13292,130,BOTTOM
N13293,623,BOTTOM
N13294,78,BOTTOM
N13295,137,BOTTOM
N13296,126,BOTTOM
N13297,56,BOTTOM
N13298,167,BOTTOM
N13299,298,BOTTOM
N13300,63,BOTTOM
N13301,108,BOTTOM
N13302,130,BOTTOM
N13303,175,BOTTOM
N13304,69,BOTTOM
N13305,78,BOTTOM
N13306,354,BOTTOM
N13307,168,BOTTOM
N13308,152,BOTTOM
N13309,130,BOTTOM
N13310,102,BOTTOM
N13311,163,BOTTOM
N13312,677,BOTTOM
N13313,105,BOTTOM
N13314,210,BOTTOM
N13315,130,BOTTOM
N13316,258,BOTTOM
N13317,120,BOTTOM
N13318,82,BOTTOM
N13319,147,BOTTOM
N13320,82,BOTTOM
N13321,142,BOTTOM
N13322,165,BOTTOM
N13323,82,BOTTOM
N13324,105,BOTTOM
N13325,172,BOTTOM
N13326,91,BOTTOM
N13327,94,BOTTOM
N13328,84,BOTTOM
N13329,137,BOTTOM
N13330,89,BOTTOM
N13331,194,BOTTOM
N13332,82,BOTTOM
N13333,111,BOTTOM
N13334,82,BOTTOM
N13335,137,BOTTOM
N13336,56,BOTTOM
N13337,123,BOTTOM
N13338,128,BOTTOM
N13339,190,BOTTOM
N13340,164,BOTTOM
N13341,110,BOTTOM
N13342,82,BOTTOM
N13343,88,BOTTOM
N13344,165,BOTTOM
N13345,84,BOTTOM
N13346,199,BOTTOM
N13347,111,BOTTOM
N13348,84,BOTTOM
N13349,128,BOTTOM
N13350,110,BOTTOM
N13351,167,BOTTOM
N13352,247,BOTTOM
N13353,56,BOTTOM
N13354,99,BOTTOM
N13355,88,BOTTOM
N13356,102,BOTTOM
N13357,82,BOTTOM
N13358,247,BOTTOM
N13359,102,BOTTOM
N13360,139,BOTTOM
N13361,153,BOTTOM
N13362,56,BOTTOM
N13363,178,BOTTOM
N13364,88,BOTTOM
N13365,780,BOTTOM
N13366,54,BOTTOM
N13367,314,BOTTOM
N13368,740,BOTTOM
N13369,468,BOTTOM
N13370,172,BOTTOM
N13371,123,BOTTOM
N13372,293,BOTTOM
N13373,370,BOTTOM
N13374,7015,BOTTOM
N13375,164,BOTTOM
N13376,94,BOTTOM
N13377,196,BOTTOM
N13378,238,BOTTOM
N13379,4817,BOTTOM
N13380,222,BOTTOM
N13381,275,BOTTOM
N13382,289,BOTTOM
N13383,288,BOTTOM
N13384,257,BOTTOM
N13385,404,BOTTOM
N13386,208,BOTTOM
N13387,530,BOTTOM
N13388,128,BOTTOM
N13389,230,BOTTOM
N13390,54,BOTTOM
N13391,598,BOTTOM
N13392,9411,BOTTOM
N13393,100,BOTTOM
N13394,109,BOTTOM
N13395,341,BOTTOM
N13396,219,BOTTOM
N13397,906,BOTTOM
N13398,218,BOTTOM
N13399,737,BOTTOM
N13400,151,BOTTOM
N13401,246,BOTTOM
N13402,183,BOTTOM
N13403,87,BOTTOM
N13404,89,BOTTOM
N13405,114,BOTTOM
N13406,248,BOTTOM
N13407,72,BOTTOM
N13408,54,BOTTOM
N13409,872,BOTTOM
N13410,15277,BOTTOM
N13411,193,BOTTOM
N13412,203,BOTTOM
N13413,146,BOTTOM
N13414,72,BOTTOM
N13415,103,BOTTOM
N13416,143,BOTTOM
N13417,142,BOTTOM
N13418,72,BOTTOM
N13419,54,BOTTOM
N13420,258,BOTTOM
N13421,141,BOTTOM
N13422,72,BOTTOM
N13423,132,BOTTOM
N13424,374,BOTTOM
N13425,618,BOTTOM
N13426,315,BOTTOM
N13427,3363,BOTTOM
N13428,195,BOTTOM
N13429,216,BOTTOM
N13430,143,BOTTOM
N13431,3840,BOTTOM
N13432,78,BOTTOM
N13433,220,BOTTOM
N13434,121,BOTTOM
N13435,26,BOTTOM
N13436,128,BOTTOM
N13437,54,BOTTOM
N13438,248,BOTTOM
N13439,215,BOTTOM
N13440,191,BOTTOM
N13441,233,BOTTOM
N13442,138,BOTTOM
N13443,178,BOTTOM
N13444,157,BOTTOM
N13445,54,BOTTOM
N13446,296,BOTTOM
N13447,3323,BOTTOM
N13448,1127,BOTTOM
N13449,130,BOTTOM
N13450,244,BOTTOM
N13451,508,BOTTOM
N13452,54,BOTTOM
N13453,269,BOTTOM
N13454,175,BOTTOM
N13455,203,BOTTOM
N13456,189,BOTTOM
N13457,114,BOTTOM
N13458,218,BOTTOM
N13459,3396,BOTTOM
N13460,78,BOTTOM
N13461,273,BOTTOM
N13462,269,BOTTOM
N13463,1829,BOTTOM
N13464,960,BOTTOM
N13465,236,BOTTOM
N13466,153,BOTTOM
N13467,133,BOTTOM
N13468,241,BOTTOM
N13469,566,BOTTOM
N13470,264,BOTTOM
N13471,195,BOTTOM
N13472,142,BOTTOM
N13473,198,BOTTOM
N13474,155,BOTTOM
N13475,72,BOTTOM
N13476,198,BOTTOM
N13477,214,BOTTOM
N13478,136,BOTTOM
N13479,704,BOTTOM
N13480,97,BOTTOM
N13481,249,BOTTOM
N13482,132,BOTTOM
N13483,2255,BOTTOM
N13484,167,BOTTOM
N13485,219,BOTTOM
N13486,259,BOTTOM
N13487,321,BOTTOM
N13488,54,BOTTOM
N13489,157,BOTTOM
N13490,210,BOTTOM
N13491,3958,BOTTOM
N13492,132,BOTTOM
N13493,72,BOTTOM
N13494,90,BOTTOM
N13495,130,BOTTOM
N13496,87,BOTTOM
N13497,127,BOTTOM
N13498,90,BOTTOM
N13499,72,BOTTOM
N13500,209,BOTTOM
N13501,731,BOTTOM
N13502,209,BOTTOM
N13503,592,BOTTOM
N13504,255,BOTTOM
N13505,274,BOTTOM
N13506,73,BOTTOM
N13507,54,BOTTOM
N13508,233,BOTTOM
N13509,151,BOTTOM
N13510,173,BOTTOM
N13511,11869,BOTTOM
N13512,54,BOTTOM
N13513,346,BOTTOM
N13514,99,BOTTOM
N13515,98,BOTTOM
N13516,138,BOTTOM
N13517,417,BOTTOM
N13518,628,BOTTOM
N13519,87,BOTTOM
N13520,100,BOTTOM
N13521,54,BOTTOM
N13522,142,BOTTOM
N13523,72,BOTTOM
N13524,54,BOTTOM
N13525,229,BOTTOM
N13526,159,BOTTOM
N13527,54,BOTTOM
N13528,87,BOTTOM
N13529,137,BOTTOM
N13530,66,BOTTOM
N13531,422,BOTTOM
N13532,431,BOTTOM
N13533,129,BOTTOM
N13534,89,BOTTOM
N13535,117,BOTTOM
N13536,84,BOTTOM
N13537,131,BOTTOM
N13538,123,BOTTOM
N13539,72,BOTTOM
N13540,568,BOTTOM
N13541,11205,BOTTOM
N13542,173,BOTTOM
N13543,243,BOTTOM
N13544,160,BOTTOM
N13545,72,BOTTOM
N13546,87,BOTTOM
N13547,130,BOTTOM
N13548,381,BOTTOM
N13549,1942,BOTTOM
N13550,165,BOTTOM
N13551,118,BOTTOM
N13552,200,BOTTOM
N13553,167,BOTTOM
N13554,123,BOTTOM
N13555,136,BOTTOM
N13556,283,BOTTOM
N13557,288,BOTTOM
N13558,87,BOTTOM
N13559,126,BOTTOM
N13560,141,BOTTOM
N13561,159,BOTTOM
N13562,76,BOTTOM
N13563,104,BOTTOM
N13564,247,BOTTOM
N13565,169,BOTTOM
N13566,87,BOTTOM
N13567,95,BOTTOM
N13568,191,BOTTOM
N13569,142,BOTTOM
N13570,151,BOTTOM
N13571,76,BOTTOM
N13572,87,BOTTOM
N13573,182,BOTTOM
N13574,173,BOTTOM
N13575,72,BOTTOM
N13576,54,BOTTOM
N13577,282,BOTTOM
N13578,128,BOTTOM
N13579,145,BOTTOM
N13580,98,BOTTOM
N13581,280,BOTTOM
N13582,321,BOTTOM
N13583,54,BOTTOM
N13584,393,BOTTOM
N13585,112,BOTTOM
N13586,191,BOTTOM
N13587,76,BOTTOM
N13588,106,BOTTOM
N13589,436,BOTTOM
N13590,95,BOTTOM
N13591,134,BOTTOM
N13592,54,BOTTOM
N13593,283,BOTTOM
N13594,30,BOTTOM
N13595,330,BOTTOM
N13596,99,BOTTOM
N13597,85,BOTTOM
N13598,103,BOTTOM
N13599,119,BOTTOM
N13600,93,BOTTOM
N13601,76,BOTTOM
N13602,156,BOTTOM
N13603,153,BOTTOM
N13604,145,BOTTOM
N13605,200,BOTTOM
N13606,552,BOTTOM
N13607,118,BOTTOM
N13608,76,BOTTOM
N13609,106,BOTTOM
N13610,105,BOTTOM
N13611,108,BOTTOM
N13612,475,BOTTOM
N13613,212,BOTTOM
N13614,76,BOTTOM
N13615,54,BOTTOM
N13616,374,BOTTOM
N13617,467,BOTTOM
N13618,345,BOTTOM
N13619,26,BOTTOM
N13620,84,BOTTOM
N13621,131,BOTTOM
N13622,281,BOTTOM
N13623,98,BOTTOM
N13624,72,BOTTOM
N13625,195,BOTTOM
N13626,84,BOTTOM
N13627,131,BOTTOM
N13628,147,BOTTOM
N13629,938,BOTTOM
N13630,2155,BOTTOM
N13631,261,BOTTOM
N13632,660,BOTTOM
N13633,118,BOTTOM
N13634,72,BOTTOM
N13635,139,BOTTOM
N13636,84,BOTTOM
N13637,131,BOTTOM
N13638,121,BOTTOM
N13639,123,BOTTOM
N13640,82,BOTTOM
N13641,220,BOTTOM
N13642,57,BOTTOM
N13643,148,BOTTOM
N13644,421,BOTTOM
N13645,118,BOTTOM
N13646,873,BOTTOM
N13647,444,BOTTOM
N13648,84,BOTTOM
N13649,594,BOTTOM
N13650,141,BOTTOM
N13651,298,BOTTOM
N13652,128,BOTTOM
N13653,199,BOTTOM
N13654,143,BOTTOM
N13655,118,BOTTOM
N13656,125,BOTTOM
N13657,153,BOTTOM
N13658,254,BOTTOM
N13659,135,BOTTOM
N13660,119,BOTTOM
N13661,158,BOTTOM
N13662,622,BOTTOM
N13663,26,BOTTOM
N13664,84,BOTTOM
N13665,131,BOTTOM
N13666,26,BOTTOM
N13667,140,BOTTOM
N13668,54,BOTTOM
N13669,1058,BOTTOM
N13670,66,BOTTOM
N13671,237,BOTTOM
N13672,386,BOTTOM
N13673,54,BOTTOM
N13674,607,BOTTOM
N13675,756,BOTTOM
N13676,81,BOTTOM
N13677,84,BOTTOM
N13678,335,BOTTOM
N13679,54,BOTTOM
N13680,622,BOTTOM
N13681,113,BOTTOM
N13682,130,BOTTOM
N13683,145,BOTTOM
N13684,114,BOTTOM
N13685,84,BOTTOM
N13686,131,BOTTOM
N13687,193,BOTTOM
